Species,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
arabica,Thailand,Suntareeporn Noitha,TCE,Big Black Box Dry Mill Plant,,"39,Thep Sadet, Doi Saket ,Chiang Mai, 50220",1250,"Doi Saket,Chiang Mai",Suntareeporn Noitha,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Suntareeporn Noitha,Catimor,Completed,Pulped natural / honey,7.92,7.75,7.5,7.67,7.5,7.58,10,10,10,7.67,0,83.58,10%,0 full defects,0,green-yellow,2 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Jarun Panyaperm,TCE,Big Black Box Dry Mill Plant,,"137,Pa Pae, Mae Taeng ,Chiang Mai, 50150",900,"Mae Taeng, Chiang Mai",Jarun Panyaperm,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Jarun Panyaperm,"Mixed: Typica, Bourbon, Catimor",Completed,Pulped natural / honey,7.5,7.67,7.58,7.67,7.83,7.67,10,10,10,7.67,0,83.58,11.10%,0 full defects,0,Green,4 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Vietnam,8Ro Coffee Farm,1,8Ro Coffee Farm,,8Ro coffee&roaster,1500,"Thôn 2, Quảng Tín, Đăk Rlap, Đăk Nông",Đinh Tiên Bảo San,33,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Đinh Tiên Bảo San,Catimor,Completed,Washed / Wet,7.58,7.58,7.58,7.75,7.75,7.67,10,10,10,7.67,0,83.58,11.20%,0 full defects,0,Green,0 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Indonesia,Af Idrus,-,dry mill,,Mandheling Coffee,1275,Ulu Pungkut,Mandheling Coffee,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.75,7.75,7.42,7.75,7.83,7.83,9.33,10,10,7.83,0,83.5,13.60%,0 full defects,1,Green,4 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,Tyyana Coffee,-,dry mill,,Tyyana Coffee,1000,Aek Sabaon,Tyyana Coffee,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.58,7.58,7.83,7.58,7.58,7.67,10,10,10,7.67,0,83.5,12.60%,0 full defects,3,Green,0 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Indonesia,MANAT SAMOSIR,-,dry mill,,Koperasi Kopi Lintong,1425,pollung Humbang Hasundutan,Koperasi Kopi Lintong,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra Lintong,Completed,Washed / Wet,7.58,7.75,7.67,7.58,7.67,7.5,10,10,10,7.75,0,83.5,13.10%,0 full defects,4,Green,6 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Ethiopia,TADE GG FARM,010/0296/0809,Moredo Dry Mill,,Marubeni Corporation,2200,Ethiopia Sidamo,Tade GG Highland Forest Coffee producer,300,60 kg,Coffee Quality Union,2022 / 2023,"May 6th, 2024",Ikuto Uehara,Ethiopian Heirlooms,Completed,Natural / Dry,7.67,7.75,7.58,7.67,7.58,7.58,10,10,10,7.67,0,83.5,11%,0 full defects,1,greenish,0 full defects,,"May 6th, 2025",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -
arabica,Taiwan,打沆咖啡 Da-Hang Café,"2024 Sustainable Specialty Coffee Farm Awards,S021",打沆咖啡 Da-Hang Café,,Taiwan Coffee Laboratory,1040,"苗栗縣泰安鄉 Tai'an Township, Miaoli County","范精誠 FAN,JING-CHENG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022 / 2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Yellow Bourbon,Completed,Natural / Dry,7.75,7.75,7.58,7.58,7.58,7.58,10,10,10,7.67,0,83.5,9.60%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Karnsinee Srisaksiri,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"7/7,Thep Sadet, Doi Saket ,Chiang Mai, 50220",1200,"Thep Sadet, Doi Saket, Chiang Mai",Karnsinee Srisaksiri,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Karnsinee Srisaksiri,Catimor,Completed,Natural / Dry,7.42,7.75,7.67,7.67,7.75,7.67,10,10,10,7.58,0,83.5,10%,0 full defects,0,,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Indonesia,Wanoja,1,wanoja coop,,wanoja coffee,1500,kamojang,Hj. Eti Sumiati,83,60 kg,5758 Coffee Lab,2024,"July 22nd, 2024",satrea amambi,mix,Completed,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.58,10,10,10,7.75,0,83.5,12.40%,0 full defects,0,yellow-green,0 full defects,,"July 22nd, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Colombia,TRILLADORA NEIVA,3-0960-00681,TRILLADORA SUCAFINA NEIVA,3-0960-00681,Sucafina Colombia SAS,1700,Huila,SUCAFINA COLOMBIA,250,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2023 / 2024,"July 8th, 2024",Sucafina Colombia SAS,Other,Completed,Washed / Wet,7.75,7.75,7.5,7.75,7.58,7.58,10,10,10,7.5,0,83.42,11.20%,0 full defects,2,Green,4 full defects,,"July 8th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Honduras,NO APPLY,239-AA91030-MB5736,BECAMO,,BECAMO,1200,Copan,REGION COFFEE,550,69 kg,Instituto Hondureño del Café,2024 / 2025,"February 14th, 2025",BECAMO SA,SHG,Completed,Washed / Wet,7.75,7.67,7.58,7.58,7.58,7.58,10,10,10,7.67,0,83.42,11.30%,0 full defects,2,Green,5 full defects,,"February 14th, 2026",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
arabica,Taiwan,佳禾咖啡莊園 Jiahe Coffee Farm,"2024 Sustainable Specialty Coffee Farm Awards,S055",佳禾咖啡莊園 Jiahe Coffee Estate,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","羅玉聰 LO,YU-TSUNG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,8,7.75,7.67,7.67,7.58,7.67,10,10,10,7.67,0,84,10.80%,0 full defects,0,Bluish-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Mexico,Custepec,281,Yes,016-2028-0281,Exportadora Café California,985,La Concordia,Armando Luis Pohlenz,600,18000 kg,Centro Agroecológico del Café A.C.,2023 / 2024,"July 2nd, 2024",ANDREAS KUSSMAUL,Typica,Completed,Washed / Wet,8,7.5,7.33,7.67,7.67,7.5,10,10,10,7.67,0,83.33,10.60%,1 full defects,1,Green,13 full defects,,"July 2nd, 2025",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
arabica,Taiwan,"陳勝樂咖啡莊園 CHEN,SHENG-LE Coffee Manor","2024 Sustainable Specialty Coffee Farm Awards,S065","陳勝樂咖啡莊園 CHEN,SHENG-LE Coffee Manor",,Taiwan Coffee Laboratory,580,"台中市新社區 Xinshe Dist., Taichung City","陳勝樂 CHEN,SHENG-LE",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Completed,Natural / Dry,7.58,7.58,7.58,7.58,7.67,7.67,10,10,10,7.67,0,83.33,10%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Suwan Woeiyueku,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"213,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",1200,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",Suwan Woeiyueku,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Suwan Woeiyueku,Catimor,Completed,Natural / Dry,7.75,7.67,7.67,7.5,7.5,7.58,10,10,10,7.67,0,83.33,8.90%,0 full defects,0,,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Indonesia,KT. Sigoring-goring,-,dry mill,,Koperasi Berkah Bersama Darul Mursyid,1200,Saipar Dolok Hole,Koperasi Berkah Bersama Darul Mursyid,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.67,7.75,7.5,7.58,7.67,7.58,10,10,10,7.58,0,83.33,12%,0 full defects,7,Green,5 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Thailand,Chartchai Saetao,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"145,Thung Chang, Thung Chang ,Nan, 55130",1350,"Thung Chang, Thung Chang, Nan",Chartchai Saetao,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Chartchai Saetao,Java,Completed,Washed / Wet,7.83,7.67,7.42,7.58,7.58,7.58,10,10,10,7.67,0,83.33,10.70%,0 full defects,0,,0 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Kittikhun Changkhian,TCE,Big Black Box Dry Mill Plant,,"167,Pa Tueng, Mae Chan ,Chiang Rai, 57110",1600,Chiang Rai,Kittikhun Changkhian,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Kittikhun Changkhian,Mix Variety,Completed,Pulped natural / honey,7.42,7.58,7.75,7.75,7.67,7.5,10,10,10,7.67,0,83.33,9.20%,0 full defects,0,,1 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,双藝咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S075",双藝咖啡莊園,,Taiwan Coffee Laboratory,750,"嘉義縣梅山鄉 Meishan Township, Chiayi County","李紹民 LI,SHAO-MIN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Bourbon,Completed,Natural / Dry,7.58,7.58,7.5,7.75,7.58,7.58,10,10,10,7.67,0,83.25,11%,0 full defects,0,Yellow-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,瑞亦思．安咖啡莊園(Raise An Coffee Estate),2024臺南市國產精品咖啡評鑑批次,瑞亦思．安咖啡莊園(Raise An Coffee Estate),,Taiwan Coffee Laboratory,700,"台南市東山區 Dongshan Dist., Tainan City","王中和(WANG,ZHONG-HAN)",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023 / 2024,"July 22nd, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.83,7.75,7.75,7.58,7.58,7.75,10,10,10,7.75,0,84,10.60%,0 full defects,0,Green,3 full defects,,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Indonesia,KSU Buah Ketakasi Jember,1,KSU Buah Ketakasi Jember,,Koperasi Produksi Buah Ketakasi,1500,east java,Dandy Dharmawan,40,50 kg,5758 Coffee Lab,2024,"July 16th, 2024",Kopi Ketakasi,USDA 762 & Kartika2,Completed,Natural / Dry,7.75,7.67,7.5,7.58,7.67,7.5,10,10,10,7.58,0,83.25,11%,7 full defects,0,brownish,1 full defects,,"July 16th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Thailand,Kraisak Sanmee,TCE,Big Black Box Dry Mill Plant,,"247 ,Moo. 1,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",1300,"Huai Chomphu, Mueang Chiang Rai ,Chiang Rai",Kraisak Sanmee,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Kraisak Sanmee,Catimor,Completed,Pulped natural / honey,7.58,7.67,7.42,7.75,7.92,7.67,10,10,10,7.92,0,83.92,9.70%,0 full defects,0,,0 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Cholticha Rungrotprachachuen,TCE,Big Black Box Dry Mill Plant,,"89 ,Moo. 2,Omkoi, Omkoi ,Chiang Mai, 50310",1250,"Omkoi, Chiang Mai",Cholticha Rungrotprachachuen,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Cholticha Rungrotprachachuen,Other: unknown variety,Completed,Pulped natural / honey,7.58,7.75,7.58,7.58,7.67,7.58,10,10,10,7.5,0,83.25,10.60%,0 full defects,0,Green,0 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Prachawat Thamngam,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"122,Mae Chedi Mai, Wiang Pa Pao ,Chiang Rai, 57260",1200,"Mae Chedi Mai, Wiang Pa Pao, Chiang Rai",Prachawat Thamngam,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Prachawat Thamngam,"Mixed: Typica, Bourbon, Catimor",Completed,Natural / Dry,7.5,7.58,7.67,7.58,7.75,7.58,10,10,10,7.5,0,83.17,9.30%,0 full defects,0,,4 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,古林有機生態園區,"2024 Sustainable Specialty Coffee Farm Awards,S076",古林有機生態園區,,Taiwan Coffee Laboratory,500-700,"花蓮縣玉里鎮 Sanmin, Yuli Township, Hualien County","林菁川 LIN,JING-CHUAN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.83,7.75,7.75,7.67,7.5,7.75,10,10,10,7.67,0,83.92,9.80%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Taiwan,阿亮自然咖啡農場,Taiwan Chia-Yi GEASHA Anaerobic Natural BeanBorn Reserved,beanborn,,BeanBorn Corp. Ltd.,1000,Taiwan Chia-Yi,阿亮,1,200 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023 / 2024,"May 24th, 2024",Jack Wang 王人傑,Gesha,Completed,Anaerobic Natural,7.58,7.75,7.42,7.58,7.67,7.58,10,10,10,7.58,0,83.17,10%,0 full defects,0,Green,1 full defects,,"May 24th, 2025",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
arabica,Thailand,Thuantong Homdok,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"462 ,Moo. 7,Thung Chang, Thung Chang ,Nan, 55130",1550,"Thung Chang, Thung Chang, Nan",Thuantong Homdok,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Thuantong Homdok,Java,Completed,Washed / Wet,7.58,7.75,7.5,7.67,7.5,7.5,10,10,10,7.58,0,83.08,11.10%,0 full defects,0,,0 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Anan Mungmueang,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"45/4 Moo.6,Thep Sadet, Doi Saket ,Chiang Mai, 50220",1450,"Thep Sadet, Doi Saket, Chiang Mai",Anan Mungmueang,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Anan Mungmueang,Typica,Completed,Washed / Wet,7.58,7.67,7.5,7.5,7.58,7.5,10,10,10,7.67,0,83,10.10%,0 full defects,0,Yellow-Green,5 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Colombia,N / A,3-0068-01647,Trilladora Popayán,3-0068-01647,ECOM COLOMBIA,1800,Huila,Regional producers,770,25 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2023 / 2024,"November 8th, 2024",Raúl Vargas,Caturra,Completed,Washed / Wet,7.75,7.5,7.33,7.67,7.75,7.58,10,10,10,7.42,0,83,11%,0 full defects,2,Verdoso,4 full defects,,"November 8th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Thailand,Buna Organic coffee,23-24,Dry mill,,Buna oraganic coffee,1300-1400,Doisaket,Tanawat Pattaranupan,2,1 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"July 22nd, 2024",Tanawat Pattaranupan,Catuai,Completed,Washed / Wet,7.58,7.58,7.5,7.67,7.58,7.58,10,10,10,7.5,0,83,10.90%,0 full defects,0,Yellow-Green,2 full defects,,"July 22nd, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,Ma-Family Coffee Farm,N1-ICP,Ma-Family Coffee Farm,,Ma-Family Coffee Farm,1250-1400,"PangKhon, Chiangrai, Thailand",Asadawoot Yapaenggoo,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Asadawoot Yapaenggoo,Catimor,Completed,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,0,83.83,10.70%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,Wuthichai Basa,TCE,Big Black Box Dry Mill Plant,,"109 ,Moo. 7,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",1300,"Mueang Chiang Rai, Chiang Rai",Wuthichai Basa,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Wuthichai Basa,Java,Completed,Pulped natural / honey,7.67,7.58,7.42,7.67,7.58,7.58,10,10,10,7.5,0,83,10.20%,0 full defects,0,Green,2 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,靜心恬咖啡農莊,7569鐵比卡 Typica,益豐機械 咖啡豆去皮脫殼機剝殼機兩用設備,,靜心恬咖啡農莊,900,桃園市復興區大利段1063號,歐邱玉枝,2,80 kg,Blossom Valley International宸嶧國際,2023,"May 6th, 2024",靜心恬咖啡農莊,Typica,Completed,Natural / Dry,7.83,7.67,7.58,7.5,7.42,7.42,10,10,10,7.5,0,82.92,11.60%,0 full defects,0,yellow-green,3 full defects,,"May 6th, 2025",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
arabica,Uganda,Bugisu Shamba,8515,Kyagalanyi Coffee Limited,,Kyagalanyi Coffee Limited,1700,Mbale,Kyagalanyi Coffee-Mbale Washing Stations,320,60 kg,"Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)",2024 / 2025,"April 17th, 2025",Awori Patricia,SL14,Completed,Washed / Wet,7.75,7.67,7.5,7.33,7.58,7.58,10,10,10,7.5,0,82.92,11.50%,0 full defects,0,Green,5 full defects,,"April 17th, 2026","Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)","Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
arabica,Taiwan,里屾咖啡莊園 Li-shen Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S035",里屾咖啡莊園 Li-shen Coffee Manor,,Taiwan Coffee Laboratory,1100,"嘉義縣梅山鄉 Meishan Township, Chiayi County","劉玉雲 LIOU,YU-YUN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"50%Geisha,50%Bourbon",Completed,Natural / Dry,7.75,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,0,82.92,10.40%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Uganda,Bugisu Shamba,035/170/5041251,Kawacom,,Kawacom uganda LTD,1400 - 1900,Mt Elgon,Kawacom Uganda Ltd,300,60 kg,"Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)",2023 / 2024,"July 26th, 2024",Kawacom Uganda LTD,SL14,Completed,Washed / Wet,7.75,7.58,7.25,7.42,7.67,7.58,10,10,10,7.58,0,82.83,11.80%,0 full defects,0,Green,1 full defects,,"July 26th, 2025","Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)","Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
arabica,Thailand,sawekcoffeefarm,first,hulling facility,,Sawekcoffeefarm,1200-1300,ashia,sawek zhouphonanan,1,20 kg,Specialty Coffee Institute of Thailand,2019 / 2020,"November 7th, 2024",Sawek zhouphonanan,Gesha,Completed,Natural / Dry,7.67,7.67,7.42,7.42,7.58,7.5,10,10,10,7.58,0,82.83,10.70%,0 full defects,0,Blue-Green,0 full defects,,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Taiwan,見山農場,"2024 Sustainable Specialty Coffee Farm Awards,S078",見山農場,,Taiwan Coffee Laboratory,520,"台中市新社區 Xinshe Dist., Taichung City","鄭麗蓉 JHENG,LI-RONGC",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Pulped natural / honey,7.58,7.67,7.42,7.42,7.5,7.58,10,10,10,7.67,0,82.83,11%,0 full defects,0,Greenish,4 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
